year,globalterrorism,abbr,femadec,state,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,race2,pres2,ideology2,church2,prayer2,unemploy
2010,4805,PA,27,Pennsylvania,0,C001070,1/3/19,Robert,Casey,Catholic,,,,,,,1,0,0,44,40703,1828,412246,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,0,0,0,D,NULL,NULL,0,0,0.8545043,2.873442,3.418771,3.830381,3.159879,8.6
2014,16834,PA,7,Pennsylvania,1,C001070,1/3/19,Robert,Casey,Catholic,,,,,,,1,0,0,10980,40703,1828,412246,113,M,sen,1/3/13,1/3/19,0,1,Democrat,-0.345,0,0,0,D,1,NULL,1,0,0.8363504,2.943417,3.403553,4.167452,3.736575,5.7
2008,4785,PA,0,Pennsylvania,0,C001070,1/3/19,Robert,Casey,Catholic,,,,,,,1,0,0,43,40703,1828,412246,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,0,0,0,D,NULL,NULL,NULL,NULL,0.8901857,3.216561,3.363926,3.821561,3.538791,5.3
2012,8481,PA,68,Pennsylvania,0,C001070,1/3/19,Robert,Casey,Catholic,,,,,,,1,0,0,42,40703,1828,412246,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,1,0,0,D,NULL,NULL,1,0,0.8076923,2.687641,3.362607,3.991399,3.412324,7.8
2006,2743,RI,0,Rhode Island,0,C001040,1/3/07,Lincoln,Chafee,Episcopalian,,,,,,1,,0,0,7880,49905,1612,300020,109,M,sen,1/3/01,12/9/06,0,1,Republican,-0.052,0,0,0,R,NULL,NULL,0,0,0.8852459,2.934426,3.291667,2.669421,3.016393,5.2
2008,4785,GA,21,Georgia,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,,,,,,1,,0,0,175,29512,188,300021,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.509,0,1,0,R,NULL,NULL,NULL,NULL,0.7502812,2.96614,3.644544,3.319053,3.151308,6.4
2010,4805,GA,0,Georgia,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,,,,,,1,,0,0,177,29512,188,300021,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.519,0,1,0,R,NULL,NULL,NULL,NULL,0.6051641,2.772213,3.522324,3.393972,2.621636,10.7
2014,16834,GA,136,Georgia,2,C000286,1/3/15,Saxby,Chambliss,Episcopalian,,,,,,1,,0,0,10997,29512,188,300021,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.529,0,0,0,R,1,NULL,0,1,0.5767899,2.797227,3.482081,3.674567,3.03237,7.2
2006,2743,GA,0,Georgia,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,,,,,,1,,0,0,174,29512,188,300021,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.499,1,0,0,R,NULL,NULL,NULL,NULL,0.6582491,2.852071,3.380829,2.613232,2.477966,4.6
2012,8481,GA,0,Georgia,2,C000286,1/3/15,Saxby,Chambliss,Episcopalian,,,,,,1,,0,0,176,29512,188,300021,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.529,0,1,0,R,NULL,NULL,NULL,NULL,0.6009096,2.667236,3.453508,3.550741,2.82906,9.1
2008,4785,NY,16,New York,1,C001041,1/21/09,Hillary,Clinton,Methodist,,,,,,1,,0,0,9167,40105,1631,300022,110,F,sen,1/4/07,1/21/09,0,1,Democrat,-0.433,0,0,0,D,NULL,NULL,0,0,0.7934166,3.361823,3.248014,4.115407,3.9197,5.5
2006,2743,NY,38,New York,0,C001041,1/21/09,Hillary,Clinton,Methodist,,,,,,1,,0,0,9166,40105,1631,300022,109,F,sen,1/3/01,12/9/06,0,1,Democrat,-0.433,0,0,0,D,NULL,NULL,0,0,0.7270681,3.135105,3.054379,3.117379,3.160046,4.4
2010,4805,NY,12,New York,2,C001041,1/21/09,Hillary,Clinton,Methodist,,,,,,1,,0,0,11532,40105,1631,300022,111,F,sen,1/4/07,1/21/09,0,1,Democrat,-0.433,0,0,0,D,1,1,NULL,NULL,0.7289751,2.66894,3.201432,4.053493,3.667917,8.5
2014,16834,IN,30,Indiana,0,C000542,1/3/17,Daniel,Coats,Presbyterian,,,,,,1,,0,0,11087,14806,209,402675,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.444,0,0,0,R,1,NULL,0,1,0.8399353,2.978964,3.483401,3.986246,3.516207,6.1
2012,8481,IN,6,Indiana,0,C000542,1/3/17,Daniel,Coats,Presbyterian,,,,,,1,,0,0,756,14806,209,402675,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.444,0,0,0,R,NULL,NULL,0,0,0.8117647,2.697149,3.445535,3.765456,3.090196,8.3
2008,4785,OK,82,Oklahoma,0,C000560,1/3/15,Thomas,Coburn,Baptist,,,,,,1,,0,0,775,29555,212,400576,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8329571,2.84127,3.75395,3.284424,2.954442,3.7
2014,16834,OK,4,Oklahoma,0,C000560,1/3/15,Thomas,Coburn,Baptist,,,,,,1,,0,0,11089,29555,212,400576,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.816,0,0,0,R,1,NULL,NULL,NULL,0.7872341,3.1,3.53617,3.665957,3.168443,4.5
2010,4805,OK,204,Oklahoma,0,C000560,1/3/15,Thomas,Coburn,Baptist,,,,,,1,,0,0,776,29555,212,400576,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8157424,3.177102,3.781362,3.454383,2.656529,7.2
2006,2743,OK,104,Oklahoma,0,C000560,1/3/15,Thomas,Coburn,Baptist,,,,,,1,,0,0,774,29555,212,400576,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.815534,2.839806,3.468672,2.762836,2.535627,3.9
2012,8481,OK,10,Oklahoma,0,C000560,1/3/15,Thomas,Coburn,Baptist,,,,,,1,,0,0,777,29555,212,400576,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8103728,3.00813,3.631494,3.492707,2.888169,5.1
2010,4805,MS,18,Mississippi,0,C000567,1/3/21,Thad,Cochran,Baptist,,,,,,1,,0,0,197,14009,213,300023,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.325,0,1,0,R,NULL,NULL,0,1,0.7002457,2.965602,3.738916,3.027094,2.324324,10.9
2014,16834,MS,13,Mississippi,1,C000567,1/3/21,Thad,Cochran,Baptist,,,,,,1,,0,0,10998,14009,213,300023,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.331,0,0,0,R,1,NULL,0,1,0.6771653,3.002632,3.642105,3.268421,2.740157,7.7
2006,2743,MS,0,Mississippi,0,C000567,1/3/21,Thad,Cochran,Baptist,,,,,,1,,0,0,194,14009,213,300023,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.313,1,0,0,R,NULL,NULL,NULL,NULL,0.78,2.658291,3.505208,2.462312,2.217172,6.4
2012,8481,MS,83,Mississippi,0,C000567,1/3/21,Thad,Cochran,Baptist,,,,,,1,,0,0,196,14009,213,300023,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.331,0,1,0,R,NULL,NULL,0,1,0.6303318,2.744076,3.606635,3.239905,2.395735,8.9
2008,4785,MS,109,Mississippi,0,C000567,1/3/21,Thad,Cochran,Baptist,,,,,,1,,0,0,195,14009,213,300023,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.319,0,1,0,R,NULL,NULL,0,1,0.7697842,2.877698,3.708633,3.036101,2.64982,6.5
2008,4785,MN,6,Minnesota,0,C001057,1/3/09,Norm,Coleman,Jew,,,1,,,,,0,0,8314,40302,1697,300024,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.166,0,0,0,R,NULL,NULL,0,0,0.917923,3.284034,3.288107,3.671692,3.417936,5.5
2006,2743,MN,18,Minnesota,0,C001057,1/3/09,Norm,Coleman,Jew,,,1,,,,,0,0,8313,40302,1697,300024,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.166,0,0,0,R,NULL,NULL,0,0,0.8823529,2.951149,3.213415,2.750363,2.900145,4
2014,16834,ME,0,Maine,0,C001035,1/3/21,Susan,Collins,Catholic,,,,,,,1,0,0,10999,49703,1541,300025,113,F,sen,1/6/09,1/3/15,0,2,Republican,0.035,0,0,0,R,1,NULL,0,1,0.9071208,3.043344,3.318886,4.439629,4.160991,5.7
2010,4805,ME,7,Maine,0,C001035,1/3/21,Susan,Collins,Catholic,,,,,,,1,0,0,205,49703,1541,300025,111,F,sen,1/6/09,1/3/15,0,2,Republican,0.042,0,1,0,R,NULL,NULL,0,1,0.9212828,2.803519,3.396502,4.215744,3.772595,8.2
2006,2743,ME,2,Maine,0,C001035,1/3/21,Susan,Collins,Catholic,,,,,,,1,0,0,202,49703,1541,300025,109,F,sen,1/7/03,1/3/09,0,2,Republican,0.055,1,0,0,R,NULL,NULL,NULL,NULL,0.920354,2.902655,3.363636,3.0625,3.040724,4.6
2012,8481,ME,0,Maine,0,C001035,1/3/21,Susan,Collins,Catholic,,,,,,,1,0,0,204,49703,1541,300025,112,F,sen,1/6/09,1/3/15,0,2,Republican,0.035,0,1,0,R,NULL,NULL,0,1,0.9079284,2.723077,3.287179,4.438461,4.048594,7.7
2008,4785,ME,16,Maine,0,C001035,1/3/21,Susan,Collins,Catholic,,,,,,,1,0,0,203,49703,1541,300025,110,F,sen,1/7/03,1/3/09,0,2,Republican,0.048,0,1,0,R,NULL,NULL,NULL,NULL,0.9565217,3.241107,3.29249,4.407115,4.342742,5.4
2008,4785,ND,0,North Dakota,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,,1,,,,,,0,0,10305,15502,1307,300026,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.298,1,0,0,D,NULL,NULL,1,0,0.949495,2.909091,3.535353,3.383838,3.846939,3.2
2010,4805,ND,88,North Dakota,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,,1,,,,,,0,0,10306,15502,1307,300026,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.287,1,0,0,D,NULL,NULL,1,0,0.962406,2.947368,3.526316,3.511278,2.80303,3.8
2012,8481,ND,0,North Dakota,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,,1,,,,,,0,0,10304,15502,1307,300026,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.277,1,0,0,D,NULL,NULL,1,0,0.9622642,2.943396,3.632076,3.660377,3.132076,3.2
2006,2743,ND,16,North Dakota,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,,1,,,,,,0,0,10303,15502,1307,300026,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.309,0,1,0,D,NULL,NULL,0,1,0.9375,2.791667,3.364583,2.536842,2.744681,3.3
2014,16834,DE,0,Delaware,0,C001088,1/3/21,Chris,Coons,Presbyterian,,,,,,1,,0,0,11025,40916,1984,412390,113,M,sen,11/15/10,1/3/15,0,2,Democrat,-0.397,0,0,0,D,1,NULL,1,0,0.7238095,2.658654,3.331731,4.047619,3.5,5.8
2012,8481,DE,6,Delaware,0,C001088,1/3/21,Chris,Coons,Presbyterian,,,,,,1,,0,0,414,40916,1984,412390,112,M,sen,11/15/10,1/3/15,0,2,Democrat,-0.397,0,0,0,D,NULL,NULL,0,0,0.7510917,2.41048,3.184211,4.008734,3.427948,7.2
2010,4805,DE,3,Delaware,0,C001088,1/3/21,Chris,Coons,Presbyterian,,,,,,1,,0,0,415,40916,1984,412390,111,M,sen,11/15/10,1/3/15,0,2,Democrat,-0.397,0,0,0,D,NULL,NULL,NULL,NULL,0.7061611,2.720379,3.364929,3.758294,3.023697,8.5
2014,16834,TN,33,Tennessee,0,C001071,1/3/19,Bob,Corker,Presbyterian,,,,,,1,,0,0,10981,40705,1825,412248,113,M,sen,1/3/13,1/3/19,0,1,Republican,0.397,0,0,0,R,1,NULL,NULL,NULL,0.7664165,3.007505,3.551174,3.62312,2.920038,6.6
2008,4785,TN,19,Tennessee,2,C001071,1/3/19,Bob,Corker,Presbyterian,,,,,,1,,0,0,46,40705,1825,412248,110,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,0,0,R,NULL,NULL,0,0,0.8774885,3.065951,3.689127,3.242703,2.956857,6.6
2010,4805,TN,59,Tennessee,0,C001071,1/3/19,Bob,Corker,Presbyterian,,,,,,1,,0,0,47,40705,1825,412248,111,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,1,0,R,NULL,NULL,0,1,0.811789,3.039297,3.675284,3.301965,2.571872,9.4
2012,8481,TN,10,Tennessee,0,C001071,1/3/19,Bob,Corker,Presbyterian,,,,,,1,,0,0,45,40705,1825,412248,112,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,1,0,R,NULL,NULL,0,1,0.8037915,2.872986,3.643264,3.57075,2.816714,7.8
2008,4785,TX,470,Texas,0,C001056,1/3/21,John,Cornyn,Church of Christ,,,,,,1,,0,0,208,40305,1692,300027,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.555,0,1,0,R,NULL,NULL,0,1,0.7158341,2.983962,3.60886,3.428706,2.99383,4.8
2006,2743,TX,276,Texas,0,C001056,1/3/21,John,Cornyn,Church of Christ,,,,,,1,,0,0,207,40305,1692,300027,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.545,0,0,0,R,NULL,NULL,0,0,0.6380918,2.817363,3.337971,2.670895,2.5747,4.8
2014,16834,TX,0,Texas,4,C001056,1/3/21,John,Cornyn,Church of Christ,,,,,,1,,0,0,11000,40305,1692,300027,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.575,0,0,0,R,1,NULL,0,1,0.6348404,2.927544,3.50732,3.784726,3.269046,5
2012,8481,TX,1,Texas,1,C001056,1/3/21,John,Cornyn,Church of Christ,,,,,,1,,0,0,209,40305,1692,300027,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.575,0,0,0,R,NULL,NULL,0,0,0.6127532,2.811952,3.512195,3.622569,2.907098,6.7
2010,4805,TX,46,Texas,1,C001056,1/3/21,John,Cornyn,Church of Christ,,,,,,1,,0,0,210,40305,1692,300027,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.565,0,0,0,R,NULL,NULL,0,0,0.6484739,3.00907,3.612578,3.568064,2.841615,8
2006,2743,NJ,4,New Jersey,0,C001042,1/17/06,Jon,Corzine,United Church of Christ,,,,,,1,,0,0,7907,40104,1630,300028,109,M,sen,1/3/01,1/17/06,0,1,Democrat,-0.51,0,0,0,D,NULL,NULL,NULL,NULL,0.7015644,2.936145,3.241169,2.924666,2.972054,4.8
2006,2743,ID,1,Idaho,0,C000858,1/3/09,Larry,Craig,Methodist,,,,,,1,,0,0,8343,14809,246,300029,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.457,1,0,0,R,NULL,NULL,1,0,0.9230769,2.62449,3.460905,2.872951,2.85124,3.5
2008,4785,ID,2,Idaho,0,C000858,1/3/09,Larry,Craig,Methodist,,,,,,1,,0,0,8344,14809,246,300029,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.438,0,1,0,R,NULL,NULL,NULL,NULL,0.8907104,2.874317,3.661202,3.595628,2.855556,5.4
2012,8481,ID,0,Idaho,0,C000880,1/3/23,Michael,Crapo,Mormon,,,,1,,,,0,0,841,29345,250,300030,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.595,0,0,0,R,NULL,NULL,0,0,0.8809524,3.07672,3.621693,3.840849,3.37037,7.1
2010,4805,ID,8,Idaho,0,C000880,1/3/23,Michael,Crapo,Mormon,,,,1,,,,0,0,840,29345,250,300030,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.571,0,0,0,R,NULL,NULL,0,0,0.8788927,3.21875,3.730104,3.733564,2.930796,9
2006,2743,ID,1,Idaho,0,C000880,1/3/23,Michael,Crapo,Mormon,,,,1,,,,0,0,838,29345,250,300030,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.524,0,0,0,R,NULL,NULL,0,0,0.9230769,2.62449,3.460905,2.872951,2.85124,3.5
2014,16834,ID,0,Idaho,0,C000880,1/3/23,Michael,Crapo,Mormon,,,,1,,,,0,0,11099,29345,250,300030,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.595,0,0,0,R,1,NULL,0,1,0.880137,3.356164,3.695205,3.921233,3.407534,4.7
2008,4785,ID,2,Idaho,0,C000880,1/3/23,Michael,Crapo,Mormon,,,,1,,,,0,0,839,29345,250,300030,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.548,0,0,0,R,NULL,NULL,0,0,0.8907104,2.874317,3.661202,3.595628,2.855556,5.4
2014,16834,TX,0,Texas,4,C001098,1/3/19,Ted,Cruz,Baptist,,,,,,1,,0,1,11497,41304,2175,412573,113,M,sen,1/3/13,1/3/19,0,1,Republican,0.528,0,0,0,R,1,NULL,0,1,0.6348404,2.927544,3.50732,3.784726,3.269046,5
2006,2743,MN,18,Minnesota,0,D000596,1/3/07,Mark,Dayton,Presbyterian,,,,,,1,,0,0,7921,40101,1629,300032,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.487,0,0,0,D,NULL,NULL,NULL,NULL,0.8823529,2.951149,3.213415,2.750363,2.900145,4
2006,2743,SC,7,South Carolina,0,D000595,1/1/13,Jim,DeMint,Presbyterian,,,,,,1,,0,0,10905,29936,1605,400105,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.7841409,2.76652,3.46861,2.505543,2.408889,6.5
2010,4805,SC,0,South Carolina,0,D000595,1/1/13,Jim,DeMint,Presbyterian,,,,,,1,,0,0,10907,29936,1605,400105,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.7076462,2.857571,3.567568,3.421922,2.714286,11
2008,4785,SC,0,South Carolina,0,D000595,1/1/13,Jim,DeMint,Presbyterian,,,,,,1,,0,0,10906,29936,1605,400105,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.8258929,2.970982,3.678571,3.246637,2.788764,6.7
2012,8481,SC,0,South Carolina,0,D000595,1/1/13,Jim,DeMint,Presbyterian,,,,,,1,,0,0,10908,29936,1605,400105,112,M,sen,1/5/11,1/1/13,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.719697,2.854978,3.639913,3.44577,2.696641,9.4
2006,2743,OH,9,Ohio,0,D000294,1/3/07,Michael,DeWine,Catholic,,,,,,,1,0,0,7931,15020,293,300033,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.102,0,0,0,R,NULL,NULL,0,0,0.8425197,2.913872,3.283746,2.78808,2.633775,5.4
2008,4785,CT,0,Connecticut,0,D000388,1/3/11,Christopher,Dodd,Catholic,,,,,,,1,0,0,8755,14213,302,300034,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.411,1,0,0,D,NULL,NULL,1,0,0.8813187,3.306167,3.27033,3.923077,3.473094,5.7
2006,2743,CT,5,Connecticut,0,D000388,1/3/11,Christopher,Dodd,Catholic,,,,,,,1,0,0,8754,14213,302,300034,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.406,0,1,0,D,NULL,NULL,0,1,0.8486487,3.121951,3.122222,3.087912,3.229508,4.3
2010,4805,CT,5,Connecticut,0,D000388,1/3/11,Christopher,Dodd,Catholic,,,,,,,1,0,0,8756,14213,302,300034,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.416,1,0,0,D,NULL,NULL,1,0,0.8152031,2.740157,3.290957,3.916121,3.44357,9.2
2008,4785,NC,7,North Carolina,0,D000601,1/3/09,Elizabeth,Dole,Presbyterian,,,,,,1,,0,0,8369,40303,1698,300035,110,F,sen,1/7/03,1/3/09,0,2,Republican,0.412,0,0,0,R,NULL,NULL,0,0,0.8214665,3.129649,3.479277,3.335813,3.056806,6.4
2006,2743,NC,0,North Carolina,1,D000601,1/3/09,Elizabeth,Dole,Presbyterian,,,,,,1,,0,0,8368,40303,1698,300035,109,F,sen,1/7/03,1/3/09,0,2,Republican,0.412,0,0,0,R,NULL,NULL,NULL,NULL,0.7711864,2.922587,3.36246,2.615054,2.494105,4.7
2006,2743,NM,27,New Mexico,0,D000407,1/3/09,Pete,Domenici,Catholic,,,,,,,1,0,0,8386,14103,1319,300036,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.257,1,0,0,R,NULL,NULL,1,0,0.5482866,3.072327,3.179811,2.889937,2.801262,4.4
2008,4785,NM,4,New Mexico,1,D000407,1/3/09,Pete,Domenici,Catholic,,,,,,,1,0,0,8387,14103,1319,300036,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.26,0,1,0,R,NULL,NULL,0,1,0.6615385,3.184615,3.361538,3.723077,3.338521,4.4
2014,16834,IN,30,Indiana,0,D000607,1/3/19,Joe,Donnelly,Catholic,,,,,,,1,0,0,11118,20717,1850,412205,113,M,sen,1/3/13,1/3/19,0,1,Democrat,-0.108,0,0,0,D,1,NULL,1,0,0.8399353,2.978964,3.483401,3.986246,3.516207,6.1
2010,4805,ND,88,North Dakota,0,D000432,1/3/11,Byron,Dorgan,Lutheran,,,,,,1,,0,0,8771,14812,308,300037,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.334,1,0,0,D,NULL,NULL,1,0,0.962406,2.947368,3.526316,3.511278,2.80303,3.8
2006,2743,ND,16,North Dakota,0,D000432,1/3/11,Byron,Dorgan,Lutheran,,,,,,1,,0,0,8769,14812,308,300037,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.349,0,0,0,D,NULL,NULL,0,0,0.9375,2.791667,3.364583,2.536842,2.744681,3.3
2008,4785,ND,0,North Dakota,0,D000432,1/3/11,Byron,Dorgan,Lutheran,,,,,,1,,0,0,8770,14812,308,300037,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.342,1,0,0,D,NULL,NULL,1,0,0.949495,2.909091,3.535353,3.383838,3.846939,3.2
2014,16834,IL,0,Illinois,1,D000563,1/3/21,Richard,Durbin,Catholic,,,,,,,1,0,0,11001,15021,326,300038,113,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.522,0,0,0,D,1,NULL,1,0,0.7310113,2.69567,3.26731,4.089916,3.721545,7
2012,8481,IL,0,Illinois,1,D000563,1/3/21,Richard,Durbin,Catholic,,,,,,,1,0,0,224,15021,326,300038,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.522,0,0,0,D,NULL,NULL,0,0,0.6931653,2.469418,3.231292,3.944633,3.357108,8.7
2008,4785,IL,51,Illinois,0,D000563,1/3/21,Richard,Durbin,Catholic,,,,,,,1,0,0,223,15021,326,300038,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.505,0,0,0,D,NULL,NULL,0,0,0.8191126,3.216909,3.34471,3.748933,3.489637,6.6
2006,2743,IL,32,Illinois,0,D000563,1/3/21,Richard,Durbin,Catholic,,,,,,,1,0,0,222,15021,326,300038,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.496,0,0,0,D,NULL,NULL,0,0,0.7479624,3.001259,3.208945,2.846154,2.877771,4.5
2010,4805,IL,11,Illinois,0,D000563,1/3/21,Richard,Durbin,Catholic,,,,,,,1,0,0,225,15021,326,300038,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.513,0,0,0,D,NULL,NULL,0,0,0.7068353,2.627723,3.27747,3.819439,3.247431,10.2
2012,8481,NV,2,Nevada,0,E000194,5/3/11,John,Ensign,Pentecostal,,,,,,1,,0,0,11535,29537,348,300040,112,M,sen,1/4/07,5/3/11,0,1,Republican,0.709,0,0,0,R,NULL,1,0,0,0.7625571,2.748858,3.380517,4.290076,3.52207,11
2008,4785,NV,1,Nevada,0,E000194,5/3/11,John,Ensign,Pentecostal,,,,,,1,,0,0,9222,29537,348,300040,110,M,sen,1/4/07,5/3/11,0,1,Republican,0.567,0,0,0,R,NULL,NULL,0,0,0.8278302,3.217494,3.386792,4.283019,4.176611,6.1
2010,4805,NV,1,Nevada,0,E000194,5/3/11,John,Ensign,Pentecostal,,,,,,1,,0,0,9223,29537,348,300040,111,M,sen,1/4/07,5/3/11,0,1,Republican,0.638,0,0,0,R,NULL,NULL,0,0,0.7955272,3.0176,3.464,4.185304,3.394569,14.4
2006,2743,NV,16,Nevada,0,E000194,5/3/11,John,Ensign,Pentecostal,,,,,,1,,0,0,9221,29537,348,300040,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.496,0,0,0,R,NULL,NULL,0,0,0.825974,2.986979,3.343008,3.220159,3.091864,4.1
2008,4785,WY,0,Wyoming,0,E000285,1/3/21,Michael,Enzi,Presbyterian,,,,,,1,,0,0,231,49706,1542,300041,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.581,0,1,0,R,NULL,NULL,NULL,NULL,0.9508197,2.95082,3.754098,4.1,3.393443,2.9
2010,4805,WY,3,Wyoming,0,E000285,1/3/21,Michael,Enzi,Presbyterian,,,,,,1,,0,0,233,49706,1542,300041,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.582,0,1,0,R,NULL,NULL,NULL,NULL,0.9130435,2.967391,3.48913,3.793478,3.152174,6.6
2012,8481,WY,5,Wyoming,0,E000285,1/3/21,Michael,Enzi,Presbyterian,,,,,,1,,0,0,232,49706,1542,300041,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.582,0,1,0,R,NULL,NULL,NULL,NULL,0.8794326,3.099291,3.680851,3.985816,3.248227,5.5
2014,16834,WY,0,Wyoming,0,E000285,1/3/21,Michael,Enzi,Presbyterian,,,,,,1,,0,0,11002,49706,1542,300041,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.582,0,0,0,R,1,NULL,0,1,0.9285714,3.397959,3.795918,3.887755,3.346939,4.4
2006,2743,WY,2,Wyoming,0,E000285,1/3/21,Michael,Enzi,Presbyterian,,,,,,1,,0,0,230,49706,1542,300041,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.581,1,0,0,R,NULL,NULL,NULL,NULL,0.9325843,2.617978,3.477273,2.955056,2.574713,3.4
2010,4805,WI,12,Wisconsin,0,F000061,1/3/11,Russell,Feingold,Jew,,,1,,,,,0,0,8792,49309,1331,300042,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.358,0,0,0,D,NULL,NULL,0,0,0.8875,2.881731,3.411538,3.816346,3.204808,8.7
2006,2743,WI,0,Wisconsin,0,F000061,1/3/11,Russell,Feingold,Jew,,,1,,,,,0,0,8790,49309,1331,300042,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.422,0,0,0,D,NULL,NULL,0,0,0.8950276,2.868508,3.280374,2.828667,2.866071,4.8
2008,4785,WI,42,Wisconsin,0,F000061,1/3/11,Russell,Feingold,Jew,,,1,,,,,0,0,8791,49309,1331,300042,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.39,0,0,0,D,NULL,NULL,0,0,0.9262412,3.217021,3.380142,3.931818,3.470672,4.7
2008,4785,CA,38,California,8,F000062,1/3/19,Dianne,Feinstein,Jew,,,1,,,,,0,0,57,49300,1332,300043,110,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.344,0,0,0,D,NULL,NULL,0,0,0.6930866,3.305381,3.17912,4.114295,4.099006,7.1
2014,16834,CA,2,California,2,F000062,1/3/19,Dianne,Feinstein,Jew,,,1,,,,,0,0,10982,49300,1332,300043,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.363,0,0,0,D,1,NULL,1,0,0.5848522,2.65516,3.079362,4.299788,4.094697,7.5
