year,globalterrorism,abbr,femadec,state,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,race2,pres2,ideology2,church2,prayer2,unemploy
2012,8481,HI,2,Hawaii,0,S001194,1/3/23,Brian,Schatz,Jew,,,1,,,,,0,0,2706,41112,2173,412507,112,M,sen,12/27/12,1/3/15,0,3,Democrat,-0.356792,0,0,0,D,1,NULL,NULL,NULL,0.4946809,2.484043,3.340425,4.395722,3.84492,6
2014,16834,HI,3,Hawaii,0,S001194,1/3/23,Brian,Schatz,Jew,,,1,,,,,0,0,11422,41112,2173,412507,113,M,sen,12/27/12,1/3/15,0,3,Democrat,-0.37,0,0,0,D,1,NULL,1,0,0.4301075,2.67027,3.252688,4.424731,4,4.4
2010,4805,NY,12,New York,2,S000148,1/3/23,Charles,Schumer,Jew,,,1,,,,,0,0,2255,14858,1036,300087,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.417,1,0,0,D,NULL,NULL,1,0,0.7289751,2.66894,3.201432,4.053493,3.667917,8.5
2008,4785,NY,16,New York,1,S000148,1/3/23,Charles,Schumer,Jew,,,1,,,,,0,0,2254,14858,1036,300087,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.407,1,0,0,D,NULL,NULL,1,0,0.7934166,3.361823,3.248014,4.115407,3.9197,5.5
2014,16834,NY,20,New York,3,S000148,1/3/23,Charles,Schumer,Jew,,,1,,,,,0,0,11347,14858,1036,300087,113,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.427,0,0,0,D,1,NULL,1,0,0.6834035,2.697801,3.169675,4.2646,4.038856,6.4
2012,8481,NY,76,New York,4,S000148,1/3/23,Charles,Schumer,Jew,,,1,,,,,0,0,2256,14858,1036,300087,112,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.427,1,0,0,D,NULL,NULL,1,0,0.6647847,2.467161,3.184936,4.175327,3.800707,8.7
2006,2743,NY,38,New York,0,S000148,1/3/23,Charles,Schumer,Jew,,,1,,,,,0,0,2253,14858,1036,300087,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.397,0,0,0,D,NULL,NULL,0,0,0.7270681,3.135105,3.054379,3.117379,3.160046,4.4
2014,16834,SC,68,South Carolina,0,S001184,1/3/23,Tim,Scott,Christain,,,,,,1,,1,0,11353,21173,2056,412471,113,M,sen,1/3/13,1/3/15,0,3,Republican,0.867,0,0,0,R,1,NULL,0,1,0.6865482,2.959391,3.587786,3.494282,2.770992,6.4
2014,16834,AL,21,Alabama,0,S001141,2/8/17,Jefferson,Sessions,Methodist,,,,,,1,,0,0,11018,49700,1548,300088,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.559,0,0,0,R,1,NULL,0,1,0.68,2.983402,3.675414,3.495856,2.857538,7.1
2010,4805,AL,3,Alabama,0,S001141,2/8/17,Jefferson,Sessions,Methodist,,,,,,1,,0,0,389,49700,1548,300088,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.563,0,1,0,R,NULL,NULL,0,1,0.6808199,3.033774,3.775988,3.07478,2.300586,10.5
2006,2743,AL,0,Alabama,0,S001141,2/8/17,Jefferson,Sessions,Methodist,,,,,,1,,0,0,386,49700,1548,300088,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.571,0,0,0,R,NULL,NULL,0,0,0.8141414,2.577778,3.546392,2.431772,2.179959,4.1
2008,4785,AL,71,Alabama,0,S001141,2/8/17,Jefferson,Sessions,Methodist,,,,,,1,,0,0,387,49700,1548,300088,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.567,0,0,0,R,NULL,NULL,0,0,0.7958657,2.906977,3.875969,3.072539,2.652741,5.6
2012,8481,AL,11,Alabama,0,S001141,2/8/17,Jefferson,Sessions,Methodist,,,,,,1,,0,0,388,49700,1548,300088,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.559,0,1,0,R,NULL,NULL,0,1,0.6995994,2.88755,3.697861,3.274064,2.51738,8
2014,16834,NH,0,New Hampshire,0,S001181,1/3/21,Jeanne,Shaheen,Protestant,,,,,,1,,0,0,11019,40906,1901,412323,113,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.341,0,0,0,D,1,NULL,1,0,0.8910257,3.012903,3.269231,4.641026,4.581994,4.2
2010,4805,NH,8,New Hampshire,0,S001181,1/3/21,Jeanne,Shaheen,Protestant,,,,,,1,,0,0,391,40906,1901,412323,111,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.341,0,0,0,D,NULL,NULL,0,0,0.9011628,2.941691,3.392442,4.223837,3.65407,5.9
2012,8481,NH,17,New Hampshire,0,S001181,1/3/21,Jeanne,Shaheen,Protestant,,,,,,1,,0,0,390,40906,1901,412323,112,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.341,0,0,0,D,NULL,NULL,0,0,0.9378378,2.808108,3.456757,4.556757,4.008108,5.6
2012,8481,AL,11,Alabama,0,S000320,1/3/23,Richard,Shelby,Presbyterian,,,,,,1,,0,0,2333,94659,1049,300089,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.476,0,1,0,R,NULL,NULL,0,1,0.6995994,2.88755,3.697861,3.274064,2.51738,8
2014,16834,AL,21,Alabama,0,S000320,1/3/23,Richard,Shelby,Presbyterian,,,,,,1,,0,0,11358,94659,1049,300089,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.476,0,0,0,R,1,NULL,0,1,0.68,2.983402,3.675414,3.495856,2.857538,7.1
2006,2743,AL,0,Alabama,0,S000320,1/3/23,Richard,Shelby,Presbyterian,,,,,,1,,0,0,2330,94659,1049,300089,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.446,1,0,0,R,NULL,NULL,1,0,0.8141414,2.577778,3.546392,2.431772,2.179959,4.1
2008,4785,AL,71,Alabama,0,S000320,1/3/23,Richard,Shelby,Presbyterian,,,,,,1,,0,0,2331,94659,1049,300089,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.456,0,1,0,R,NULL,NULL,0,1,0.7958657,2.906977,3.875969,3.072539,2.652741,5.6
2010,4805,AL,3,Alabama,0,S000320,1/3/23,Richard,Shelby,Presbyterian,,,,,,1,,0,0,2332,94659,1049,300089,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.466,0,1,0,R,NULL,NULL,0,1,0.6808199,3.033774,3.775988,3.07478,2.300586,10.5
2006,2743,OR,26,Oregon,0,S001142,1/3/09,Gordon,Smith,Mormon,,,,1,,,,0,0,8542,49705,1549,300090,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.143,1,0,0,R,NULL,NULL,1,0,0.832653,3.114598,3.153953,3.016484,3.123269,5.4
2008,4785,OR,1,Oregon,1,S001142,1/3/09,Gordon,Smith,Mormon,,,,1,,,,0,0,8543,49705,1549,300090,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.127,0,1,0,R,NULL,NULL,0,1,0.8913793,3.163793,3.337931,4.012111,3.54386,6.4
2012,8481,ME,0,Maine,0,S000663,1/3/13,Olympia,Snowe,Greek Orthodox,,,,,1,,,0,0,10392,14661,1085,300091,112,F,sen,1/4/07,1/3/13,0,1,Republican,0.048,0,1,0,R,NULL,NULL,0,1,0.9079284,2.723077,3.287179,4.438461,4.048594,7.7
2008,4785,ME,16,Maine,0,S000663,1/3/13,Olympia,Snowe,Greek Orthodox,,,,,1,,,0,0,10393,14661,1085,300091,110,F,sen,1/4/07,1/3/13,0,1,Republican,0.042,0,1,0,R,NULL,NULL,0,1,0.9565217,3.241107,3.29249,4.407115,4.342742,5.4
2006,2743,ME,2,Maine,0,S000663,1/3/13,Olympia,Snowe,Greek Orthodox,,,,,1,,,0,0,10391,14661,1085,300091,109,F,sen,1/3/01,12/9/06,0,1,Republican,0.04,1,0,0,R,NULL,NULL,1,0,0.920354,2.902655,3.363636,3.0625,3.040724,4.6
2010,4805,ME,7,Maine,0,S000663,1/3/13,Olympia,Snowe,Greek Orthodox,,,,,1,,,0,0,10394,14661,1085,300091,111,F,sen,1/4/07,1/3/13,0,1,Republican,0.045,0,1,0,R,NULL,NULL,0,1,0.9212828,2.803519,3.396502,4.215744,3.772595,8.2
2008,4785,PA,0,Pennsylvania,0,S000709,1/3/11,Arlen,Specter,Jew,,,1,,,,,0,0,9064,14910,1437,300092,110,M,sen,1/4/05,12/22/10,0,3,Democrat,0.07,0,1,0,D,NULL,NULL,0,1,0.8901857,3.216561,3.363926,3.821561,3.538791,5.3
2010,4805,PA,27,Pennsylvania,0,S000709,1/3/11,Arlen,Specter,Jew,,,1,,,,,0,0,9065,14910,1437,300092,111,M,sen,1/4/05,12/22/10,0,3,Democrat,0.079,0,1,0,D,NULL,NULL,0,1,0.8545043,2.873442,3.418771,3.830381,3.159879,8.6
2006,2743,PA,28,Pennsylvania,0,S000709,1/3/11,Arlen,Specter,Jew,,,1,,,,,0,0,9063,14910,1437,300092,109,M,sen,1/4/05,12/22/10,0,3,Democrat,0.062,1,0,0,D,NULL,NULL,1,0,0.8739217,2.882823,3.336043,2.791722,2.760695,4.7
2012,8481,MI,0,Michigan,0,S000770,1/3/19,Debbie,Stabenow,United Methodist,,,,,,1,,0,0,121,29732,1531,300093,112,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.362,1,0,0,D,NULL,NULL,1,0,0.7811257,2.606716,3.335418,3.931054,3.336758,9.1
2008,4785,MI,12,Michigan,0,S000770,1/3/19,Debbie,Stabenow,United Methodist,,,,,,1,,0,0,122,29732,1531,300093,110,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.398,0,0,0,D,NULL,NULL,0,0,0.8723404,3.259188,3.411992,3.776596,3.387475,8.3
2010,4805,MI,0,Michigan,0,S000770,1/3/19,Debbie,Stabenow,United Methodist,,,,,,1,,0,0,123,29732,1531,300093,111,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.38,0,0,0,D,NULL,NULL,0,0,0.7938644,2.800864,3.431109,3.796556,3.182992,12.2
2014,16834,MI,3,Michigan,0,S000770,1/3/19,Debbie,Stabenow,United Methodist,,,,,,1,,0,0,10989,29732,1531,300093,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.362,0,0,0,D,1,NULL,1,0,0.7943485,2.828616,3.398429,4.070304,3.453117,7.2
2006,2743,MI,0,Michigan,0,S000770,1/3/19,Debbie,Stabenow,United Methodist,,,,,,1,,0,0,120,29732,1531,300093,109,F,sen,1/3/01,12/9/06,0,1,Democrat,-0.416,0,0,0,D,NULL,NULL,NULL,NULL,0.7221861,3.100326,3.257186,2.76767,2.664911,7
2006,2743,AK,11,Alaska,0,S000888,1/3/09,Ted,Stevens,Episcopalian,,,,,,1,,0,0,8579,12109,1440,300094,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.241,1,0,0,R,NULL,NULL,1,0,0.7557252,2.641221,3.4,2.969231,3,6.9
2008,4785,AK,4,Alaska,0,S000888,1/3/09,Ted,Stevens,Episcopalian,,,,,,1,,0,0,8580,12109,1440,300094,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.247,0,1,0,R,NULL,NULL,NULL,NULL,0.84,2.88,3.44,4.106667,3.5,6.8
2006,2743,NH,7,New Hampshire,0,S001078,1/3/09,John,Sununu,Catholic,,,,,,,,0,1,8585,29740,1532,300095,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.39,0,0,0,R,NULL,NULL,0,0,0.9285714,2.790816,3.294737,3.21134,3.119792,3.4
2008,4785,NH,21,New Hampshire,0,S001078,1/3/09,John,Sununu,Catholic,,,,,,,1,0,1,8586,29740,1532,300095,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.39,0,0,0,R,NULL,NULL,0,0,0.9446809,3.272341,3.429787,4.226496,4.021739,3.8
2006,2743,MO,71,Missouri,0,T000024,1/3/07,James,Talent,Presbyterian,,,,,,1,,0,0,8272,29369,1135,300096,109,M,sen,11/25/02,12/9/06,0,1,Republican,0.297,0,0,0,R,NULL,NULL,0,0,0.8242424,2.924666,3.321739,2.728501,2.591358,4.8
2010,4805,MT,3,Montana,0,T000464,1/3/19,Jon,Tester,Church of God,,,,,,1,,0,0,126,40702,1829,412244,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.276,0,0,0,D,NULL,NULL,NULL,NULL,0.9038461,3.038461,3.51282,3.690323,3.089744,7.7
2008,4785,MT,4,Montana,0,T000464,1/3/19,Jon,Tester,Church of God,,,,,,1,,0,0,125,40702,1829,412244,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.276,0,0,0,D,NULL,NULL,NULL,NULL,0.9210526,3.010526,3.615789,3.657895,3.296296,5.2
2014,16834,MT,21,Montana,0,T000464,1/3/19,Jon,Tester,Church of God,,,,,,1,,0,0,10990,40702,1829,412244,113,M,sen,1/3/13,1/3/19,0,1,Democrat,-0.276,0,0,0,D,1,NULL,1,0,0.9114583,3.09375,3.375,4.072917,3.546875,4.6
2012,8481,MT,7,Montana,0,T000464,1/3/19,Jon,Tester,Church of God,,,,,,1,,0,0,124,40702,1829,412244,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.276,0,0,0,D,NULL,NULL,0,0,0.9352227,2.910569,3.489879,4.126016,3.378049,6.1
2006,2743,WY,2,Wyoming,0,T000162,6/4/07,Craig,Thomas,Methodist,,,,,,1,,0,0,9565,15633,1149,300097,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.581,0,0,0,R,NULL,NULL,0,0,0.9325843,2.617978,3.477273,2.955056,2.574713,3.4
2008,4785,WY,0,Wyoming,0,T000162,6/4/07,Craig,Thomas,Methodist,,,,,,1,,0,0,11528,15633,1149,300097,110,M,sen,1/3/07,6/4/07,0,1,Republican,0.612,0,0,0,R,NULL,1,NULL,NULL,0.9508197,2.95082,3.754098,4.1,3.393443,2.9
2014,16834,SD,13,South Dakota,0,T000250,1/3/23,John,Thune,Protestant,,,,,,1,,0,0,11379,29754,1534,400546,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.483,0,0,0,R,1,NULL,NULL,NULL,0.9097744,3.210526,3.541353,3.639098,3.383459,3.5
2010,4805,SD,108,South Dakota,0,T000250,1/3/23,John,Thune,Protestant,,,,,,1,,0,0,2472,29754,1534,400546,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.483,0,0,0,R,NULL,NULL,0,0,0.9150327,3.197368,3.699346,3.614379,3.169935,5.1
2006,2743,SD,7,South Dakota,0,T000250,1/3/23,John,Thune,Protestant,,,,,,1,,0,0,2470,29754,1534,400546,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.483,0,0,0,R,NULL,NULL,0,0,0.952381,2.761905,3.398374,2.564516,2.475806,3.1
2012,8481,SD,1,South Dakota,0,T000250,1/3/23,John,Thune,Protestant,,,,,,1,,0,0,2473,29754,1534,400546,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.483,0,0,0,R,NULL,NULL,0,0,0.9426752,2.968153,3.509554,3.624204,2.89172,4.6
2008,4785,SD,53,South Dakota,0,T000250,1/3/23,John,Thune,Protestant,,,,,,1,,0,0,2471,29754,1534,400546,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.483,0,0,0,R,NULL,NULL,0,0,0.8928571,3.266187,3.435714,3.5,2.970803,3
2012,8481,PA,68,Pennsylvania,0,T000461,1/3/23,Patrick,Toomey,Catholic,,,,,,,1,0,0,2494,29935,2085,400408,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.654,0,0,0,R,NULL,NULL,NULL,NULL,0.8076923,2.687641,3.362607,3.991399,3.412324,7.8
2014,16834,PA,7,Pennsylvania,1,T000461,1/3/23,Patrick,Toomey,Catholic,,,,,,,1,0,0,11384,29935,2085,400408,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.654,0,0,0,R,1,NULL,0,1,0.8363504,2.943417,3.403553,4.167452,3.736575,5.7
2012,8481,CO,7,Colorado,0,U000038,1/3/15,Mark,Udall,Christain,,,,,,1,,0,0,397,29906,1595,400412,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.284,0,0,0,D,NULL,NULL,0,0,0.7985758,2.801223,3.352342,4.147508,3.575356,8.1
2014,16834,CO,0,Colorado,0,U000038,1/3/15,Mark,Udall,Christain,,,,,,1,,0,0,11020,29906,1595,400412,113,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.284,0,0,0,D,1,NULL,1,0,0.833,2.989,3.333,4.299599,3.776553,4.9
2010,4805,CO,2,Colorado,1,U000038,1/3/15,Mark,Udall,Christain,,,,,,1,,0,0,398,29906,1595,400412,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.284,0,0,0,D,NULL,NULL,0,0,0.7554919,2.858373,3.34957,4.013371,3.239234,8.7
2014,16834,NM,16,New Mexico,1,U000039,1/3/21,Tom,Udall,Christain,,,,,,1,,0,0,11021,29924,1567,400413,113,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.429,0,0,0,D,1,NULL,1,0,0.7026316,2.997368,3.239474,4.234828,3.628947,7
2012,8481,NM,10,New Mexico,0,U000039,1/3/21,Tom,Udall,Christain,,,,,,1,,0,0,404,29924,1567,400413,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.429,0,0,0,D,NULL,NULL,0,0,0.7197309,2.773034,3.352809,3.972973,3.444944,7.1
2010,4805,NM,9,New Mexico,0,U000039,1/3/21,Tom,Udall,Christain,,,,,,1,,0,0,405,29924,1567,400413,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.429,0,0,0,D,NULL,NULL,NULL,NULL,0.7122642,2.869976,3.337264,3.85849,3.148585,8.5
2008,4785,LA,161,Louisiana,0,V000127,1/3/17,David,Vitter,Catholic,,,,,,,1,0,0,2549,29918,1609,400418,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.623,0,0,0,R,NULL,NULL,0,0,0.8149101,2.89433,3.748072,3.395887,2.484293,5
2014,16834,LA,0,Louisiana,0,V000127,1/3/17,David,Vitter,Catholic,,,,,,,1,0,0,11391,29918,1609,400418,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.623,0,0,0,R,1,NULL,NULL,NULL,0.6656151,3.099526,3.701893,3.591483,2.908373,6.4
2010,4805,LA,0,Louisiana,0,V000127,1/3/17,David,Vitter,Catholic,,,,,,,1,0,0,2550,29918,1609,400418,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.623,0,0,0,R,NULL,NULL,0,0,0.6863905,3.047619,3.757396,3.16716,2.39645,7.8
2006,2743,LA,24,Louisiana,0,V000127,1/3/17,David,Vitter,Catholic,,,,,,,1,0,0,2548,29918,1609,400418,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.623,0,0,0,R,NULL,NULL,0,0,0.7679558,2.756906,3.372159,2.72191,2.589386,4.6
2012,8481,LA,89,Louisiana,0,V000127,1/3/17,David,Vitter,Catholic,,,,,,,1,0,0,2551,29918,1609,400418,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.623,0,0,0,R,NULL,NULL,0,0,0.6806358,2.877168,3.592163,3.3589,2.58237,7.1
2010,4805,OH,0,Ohio,0,V000126,1/3/11,George,Voinovich,Catholic,,,,,,,1,0,0,9103,49903,1575,300098,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.112,0,0,0,R,NULL,NULL,0,0,0.8373848,2.898071,3.446309,3.707879,3.07083,10.1
2008,4785,OH,53,Ohio,0,V000126,1/3/11,George,Voinovich,Catholic,,,,,,,1,0,0,9102,49903,1575,300098,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.152,0,0,0,R,NULL,NULL,0,0,0.8941606,3.162044,3.39927,3.749452,3.362031,6.5
2006,2743,OH,9,Ohio,0,V000126,1/3/11,George,Voinovich,Catholic,,,,,,,1,0,0,9101,49903,1575,300098,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.192,1,0,0,R,NULL,NULL,1,0,0.8425197,2.913872,3.283746,2.78808,2.633775,5.4
2014,16834,VA,0,Virginia,0,W000805,1/3/21,Mark,Warner,Presbyterian,,,,,,1,,0,0,11022,40909,1897,412321,113,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.254,0,0,0,D,1,NULL,1,0,0.6871207,2.869771,3.420378,3.916948,3.497294,5.2
2006,2743,VA,43,Virginia,0,W000154,1/3/09,John,Warner,Episcopalian,,,,,,1,,0,0,8617,14712,1452,300099,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.237,1,0,0,R,NULL,NULL,NULL,NULL,0.7441341,2.920493,3.245064,2.763842,2.725534,3.1
2008,4785,VA,0,Virginia,0,W000154,1/3/09,John,Warner,Episcopalian,,,,,,1,,0,0,8618,14712,1452,300099,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.236,0,0,0,R,NULL,NULL,0,0,0.764268,3.16812,3.383375,3.590062,3.401009,4
2010,4805,VA,88,Virginia,6,W000805,1/3/21,Mark,Warner,Presbyterian,,,,,,1,,0,0,407,40909,1897,412321,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.254,0,0,0,D,NULL,NULL,NULL,NULL,0.7084898,2.829452,3.50864,3.543609,2.973684,7.5
2012,8481,VA,234,Virginia,1,W000805,1/3/21,Mark,Warner,Presbyterian,,,,,,1,,0,0,406,40909,1897,412321,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.254,0,0,0,D,NULL,NULL,0,0,0.7087126,2.618087,3.286923,3.841146,3.326597,6
2014,16834,MA,0,Massachusetts,0,W000817,1/3/19,Elizabeth,Warren,Methodist,,,,,,1,,0,0,11465,41301,2182,412542,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.37,0,0,0,D,1,NULL,NULL,NULL,0.8076923,2.740582,3.134418,4.494007,4.3858,5.8
2012,8481,VA,234,Virginia,1,W000803,1/3/13,Jim,Webb,Protestant,,,,,,1,,0,0,10395,40706,1822,412249,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.208,0,0,0,D,NULL,NULL,0,0,0.7087126,2.618087,3.286923,3.841146,3.326597,6
2010,4805,VA,88,Virginia,6,W000803,1/3/13,Jim,Webb,Protestant,,,,,,1,,0,0,10397,40706,1822,412249,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.208,0,0,0,D,NULL,NULL,0,0,0.7084898,2.829452,3.50864,3.543609,2.973684,7.5
2008,4785,VA,0,Virginia,0,W000803,1/3/13,Jim,Webb,Protestant,,,,,,1,,0,0,10396,40706,1822,412249,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.208,0,0,0,D,NULL,NULL,NULL,NULL,0.764268,3.16812,3.383375,3.590062,3.401009,4
2008,4785,RI,0,Rhode Island,0,W000802,1/3/19,Sheldon,Whitehouse,Episcopalian,,,,,,1,,0,0,128,40704,1823,412247,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.516,0,0,0,D,NULL,NULL,NULL,NULL,0.8378378,3.427273,3.261261,3.945946,3.37037,7.9
2010,4805,RI,10,Rhode Island,0,W000802,1/3/19,Sheldon,Whitehouse,Episcopalian,,,,,,1,,0,0,129,40704,1823,412247,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.516,0,0,0,D,NULL,NULL,0,0,0.8802083,2.817708,3.146597,4,3.609375,11.3
2014,16834,RI,0,Rhode Island,0,W000802,1/3/19,Sheldon,Whitehouse,Episcopalian,,,,,,1,,0,0,10991,40704,1823,412247,113,M,sen,1/3/13,1/3/19,0,1,Democrat,-0.516,0,0,0,D,1,NULL,1,0,0.8403756,2.816901,3.235849,4.356808,4.305164,7.7
2012,8481,RI,9,Rhode Island,0,W000802,1/3/19,Sheldon,Whitehouse,Episcopalian,,,,,,1,,0,0,127,40704,1823,412247,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.516,0,0,0,D,NULL,NULL,0,0,0.8473282,2.583969,3.141762,4.125954,3.79771,10.5
2014,16834,MS,13,Mississippi,1,W000437,1/3/19,Roger,Wicker,Baptist,,,,,,1,,0,0,10993,29534,1226,400432,113,M,sen,1/3/13,1/3/19,0,1,Republican,0.437,0,0,0,R,1,NULL,0,1,0.6771653,3.002632,3.642105,3.268421,2.740157,7.7
2010,4805,MS,18,Mississippi,0,W000437,1/3/19,Roger,Wicker,Baptist,,,,,,1,,0,0,142,29534,1226,400432,111,M,sen,12/31/07,1/3/13,0,1,Republican,0.437,0,0,0,R,NULL,NULL,0,0,0.7002457,2.965602,3.738916,3.027094,2.324324,10.9
2008,4785,MS,109,Mississippi,0,W000437,1/3/19,Roger,Wicker,Baptist,,,,,,1,,0,0,141,29534,1226,400432,110,M,sen,12/31/07,1/3/13,0,1,Republican,0.52,0,0,0,R,NULL,NULL,NULL,NULL,0.7697842,2.877698,3.708633,3.036101,2.64982,6.5
2012,8481,MS,83,Mississippi,0,W000437,1/3/19,Roger,Wicker,Baptist,,,,,,1,,0,0,140,29534,1226,400432,112,M,sen,12/31/07,1/3/13,0,1,Republican,0.437,0,0,0,R,NULL,NULL,0,0,0.6303318,2.744076,3.606635,3.239905,2.395735,8.9
2014,16834,OR,4,Oregon,1,W000779,1/3/23,Ron,Wyden,Jew,,,1,,,,,0,0,11409,14871,1247,300100,113,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.39,0,0,0,D,1,NULL,1,0,0.8543388,2.910124,3.126294,4.423554,4.13843,7.1
2008,4785,OR,1,Oregon,1,W000779,1/3/23,Ron,Wyden,Jew,,,1,,,,,0,0,2667,14871,1247,300100,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.379,0,0,0,D,NULL,NULL,0,0,0.8913793,3.163793,3.337931,4.012111,3.54386,6.4
2006,2743,OR,26,Oregon,0,W000779,1/3/23,Ron,Wyden,Jew,,,1,,,,,0,0,2666,14871,1247,300100,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.374,0,0,0,D,NULL,NULL,0,0,0.832653,3.114598,3.153953,3.016484,3.123269,5.4
2010,4805,OR,0,Oregon,1,W000779,1/3/23,Ron,Wyden,Jew,,,1,,,,,0,0,2668,14871,1247,300100,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.385,0,0,0,D,NULL,NULL,0,0,0.8445274,2.843284,3.182836,4.181592,3.503731,11
2012,8481,OR,12,Oregon,0,W000779,1/3/23,Ron,Wyden,Jew,,,1,,,,,0,0,2669,14871,1247,300100,112,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.39,0,0,0,D,NULL,NULL,0,0,0.8692927,2.663384,3.206989,4.288789,3.785842,8.9
